Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Brazil Bank #1,235843,80D74F340,8014E6BD0,Corporation #18817
Israel Bank #21,43849,81085F640,800ED6800,Partnership #37882
Mexico Bank #16,1132,80C5A64C0,800D493E0,Partnership #18198
China Bank #38,19318,80BC5E9C0,8009E88C0,Corporation #11235
France Bank #1308,46479,8133A9540,800980910,Partnership #51078
National Bank of Fairfield,141690,81354EFC0,8005D72B0,Sole Proprietorship #54716
Savings Bank of Billings,236418,812D593C0,8005998F0,Corporation #41058
First Bank of Danbury,113865,8081E3640,80041CFA0,Sole Proprietorship #53504
First Bank of Montpelier,795,812F9DF40,800107420,Partnership #22024
Savings Bank of Topeka,1674,803CB17C0,8000DA080,Sole Proprietorship #42505
Russia Bank #24,17120,8066122D0,800BAEAD0,Corporation #50824
Japan Bank #37,210292,803DAE8D0,800AAC6E0,Corporation #30356
Switzerland Bank #1407,338655,80E853D50,800E6E5E0,Partnership #37692
France Bank #4368,3562,802CEA7D0,8009548D0,Partnership #28912
Japan Bank #800,310878,8046F7DD0,800A85640,Partnership #32583
Italy Bank #4611,331764,80B87A8D0,800847B70,Corporation #24702
Golden Bancorp,1420,803A294D0,800C6BDF0,Partnership #16885
Israel Bank #42,43049,8107C4650,800E84E60,Corporation #35871
Mexico Bank #16,1132,80A4264D0,800D3F760,Partnership #36511
Austria Bank #2511,346089,81213A650,80094D350,Corporation #25378
Austria Bank #466,14329,8085BAE50,8007664B0,Sole Proprietorship #23257
Finland Bank #0,11,800985750,800878410,Sole Proprietorship #22191
National Bank of Butte,326014,809BCEDD0,800F1FAF0,Corporation #2332
Savings Bank of Miami,11157,8012D9851,800FE9980,Country #1
Saudi Arabia Bank #20,248857,811DE5E50,800F32FA0,Corporation #49263
Switzerland Bank #133,42082,80FCA63D0,800E6D700,Sole Proprietorship #6664
Bank of Cleveland,213704,80B8136D0,80040B400,Sole Proprietorship #50680
Savings Bank of Miami,11157,8012D9850,80012E840,Partnership #8767
Saudi Arabia Bank #36,148586,8120267E0,800F1BC50,Partnership #38226
The Pine Community Bank,32579,80147F360,800EC5220,Partnership #4764
Switzerland Bank #65,240304,80F050AE0,800E6E5E0,Partnership #37692
Crytpo Bank #27,254242,813D8C3E1,800FE9980,Country #1
Ireland Bank #71,3489,802CE8260,800878BF0,Partnership #23978
Italy Bank #49,1547,801B35760,80077B130,Sole Proprietorship #14798
Savings Bank of Sacramento,2991,8019D8560,800F39960,Sole Proprietorship #3954
Switzerland Bank #8,118,80F3869E0,800DD9BF0,Partnership #37077
UK Bank #1,222268,8082A4CE0,800C0E7A0,Sole Proprietorship #34123
Germany Bank #18,23,804385960,8006337C0,Partnership #23885
Bank of Cleveland,213704,8064136E0,80040A140,Sole Proprietorship #43654
Sappo Bank,8771,810197360,80037F740,Corporation #13142
National Bank of Albany,28693,80BD85860,800366640,Sole Proprietorship #41671
Russia Bank #846,317046,806DB69F0,800B49C40,Sole Proprietorship #32941
Australia Bank #769,329036,80AD2F4F0,800D28430,Partnership #36506
Sappo Bancorp,328498,80A59CBF0,800F6F230,Partnership #18181
Russia Bank #645,33635,80331E370,800744B90,Partnership #25603
Savings Bank of Newport,34509,8024B3470,8000C8640,Corporation #52605
First Bank of Lincoln,3701,806B76870,800EC5AC0,Partnership #3345
Switzerland Bank #8,118,80DD869F0,800E6E5E0,Partnership #37692
Savings Bank of Los Angeles,1665,800F31270,800CD39A0,Sole Proprietorship #4683
Australia Bank #84,128557,80B234470,800CCD520,Corporation #33736
India Bank #0,6,80A1051F0,800CCD520,Corporation #33736
India Bank #10,315028,8058718F0,800ABA660,Partnership #32618
India Bank #32,16,804A85AF0,800AC8450,Sole Proprietorship #31648
China Bank #30,21381,802699070,800A2B260,Partnership #30313
Belgium Bank #87,21918,803E29DF0,8007D22B0,Partnership #24694
Savings Bank of Los Angeles,38981,80F447070,800C8F3A0,Partnership #19449
Sea Bank,2845,80115DC70,800CB5DC0,Partnership #2913
Saudi Arabia Bank #12,148348,811D9ECF0,800F37660,Sole Proprietorship #38242
Switzerland Bank #43,40653,80F1F3470,800E50000,Partnership #37353
Switzerland Bank #248,40312,80FA6EEF0,800E42960,Partnership #37596
France Bank #1181,117698,801F5B3F0,8008C1FD0,Partnership #27923
Spain Bank #114,15643,805EEDF70,8007BE0F0,Partnership #26061
Acme Trust Bank,6179,801444370,80030BBE0,Sole Proprietorship #49137
National Bank of Detroit,1068,8007A44F0,800125760,Sole Proprietorship #1233
UK Bank #717,320433,80AA98B80,800BCC180,Corporation #42162
Germany Bank #74,12513,802382380,80063D4A0,Sole Proprietorship #26172
Belgium Bank #3942,37220,802F0E100,8006BAC40,Partnership #23837
City National Trust Bank,11030,81145D800,800626F00,Corporation #13125
Switzerland Bank #19,241021,80EEEED80,800DB93F0,Corporation #34854
France Bank #202,31149,812748580,800844A90,Partnership #26528
Savings Bank of Lacrosse,28771,813486280,800748090,Sole Proprietorship #16150
Switzerland Bank #11,112,80DC06B00,800DDB8C0,Partnership #13373
Australia Bank #63,28768,80B706300,800D102F0,Sole Proprietorship #42803
Canada Bank #36,25202,809816A00,800C90300,Partnership #7328
Spain Bank #1115,19777,81166F380,8008E8030,Sole Proprietorship #28150
Netherlands Bank #507,17769,80BB2E780,80083FC50,Corporation #45836
National Bank of Milford,12803,808F95280,8003FBF40,Sole Proprietorship #15677
Savings Bank of Phoenix,3144,8057E7700,800237C40,Corporation #18757
Germany Bank #5838,337716,80E13C910,800813870,Sole Proprietorship #24665
Mexico Bank #700,333012,80C923910,800D2DD40,Sole Proprietorship #53798
Australia Bank #51,128558,80ADB4410,800D25730,Corporation #50225
India Bank #606,115642,805D18E10,800B0C650,Corporation #31437
Crytpo Bank #75,353860,8146B7111,800FE9980,Country #1
Spain Bank #642,8074,803E79610,80083BF70,Partnership #25455
First Bank of New Orleans,116715,80833A690,800D34540,Partnership #12844
Savings Bank of New York,5836,806733510,800DCCCD0,Corporation #2594
India Bank #7,112989,805C4FD90,800B0EB30,Partnership #33551
Spain Bank #81,23691,803361690,8007498F0,Corporation #43353
China Bank #6,20,812905910,80060BCB0,Partnership #47371
Japan Bank #915,311015,8045F20A0,800A6E240,Partnership #32422
India Bank #1024,312737,8052283A0,800B281D0,Partnership #52143
India Bank #1099,313907,8053D4AA0,800B281D0,Partnership #52143
Bank of Fort Wayne,6010,81083EE20,800D5A0E0,Corporation #545
National Bank of Pittsburgh,317107,8144B0AA0,8009A3510,Sole Proprietorship #2626
Savings Bank of Miami,11157,8052D99A0,800FBE020,Partnership #40585
Saudi Arabia Bank #14,148016,813414B20,800F11D60,Corporation #36536
Australia Bank #274,129692,80B051D20,800CCD520,Corporation #33736
Savings Bank of Phoenix,121303,81314B8A0,800CFF1F0,Corporation #17130
Japan Bank #51,111312,80E913B20,800A9EC80,Corporation #15427
China Bank #6,20,804A05920,8009AF0B0,Partnership #44428
China Bank #14,3,80EF852A0,8009A3B10,Partnership #30928
Hearthstone Bancorp,19890,8075E8A20,8004A3130,Corporation #9697
Savings Bank of New Orleans,33040,80118DB30,800BC4E20,Partnership #12049
Switzerland Bank #1440,343149,80FCE65B0,800DF6500,Corporation #35642
Savings Bank of Helena,38291,80D2A9AB0,800BADC90,Corporation #8800
Sappo Federal Bank,7042,805159230,800DDB380,Individual #27
Ireland Bank #71,3489,8069683B0,8007F74F0,Sole Proprietorship #24477
Switzerland Bank #119,141511,80F8C30B0,800E60040,Partnership #37622
Germany Bank #120,22758,8023C2030,800833F30,Partnership #27789
Netherlands Bank #131,31799,80C8E48B0,800821E70,Corporation #24230
Fieldstone Community Bank,46063,81271A4B0,800FB6D60,Corporation #4733
Greece Bank #1267,36442,805377E30,8006C3EA0,Corporation #21676
Plandor Trust Bank,210404,8054AA130,800D6B160,Corporation #1603
National Bank of Laramie,10,800805630,800D16330,Partnership #1348
Israel Bank #11,142950,811276030,800EAA000,Corporation #39798
First Bank of Lincoln,29292,80D396530,800541E50,Sole Proprietorship #16648
First Bank of Tuscon,19746,80816C230,80049CE30,Partnership #43266
Bank of Detroit,29251,809F972B0,8003974C0,Partnership #14368
Regents Trust Bank,15730,80EDEEA30,8002D83E0,Corporation #53187
Acme Community Bank,3051,812C5A6B0,80022FF20,Sole Proprietorship #48219
The Pine Thrift,21611,8060266C0,800D74880,Sole Proprietorship #5407
France Bank #4688,32023,80106D8C0,8007ABD50,Sole Proprietorship #25062
Savings Bank of Cleveland,348270,813F86440,800C55590,Corporation #15109
National Bank of Laramie,34541,80D7325C0,800EDF0A0,Sole Proprietorship #1898
Germany Bank #4950,35039,8026C3CC0,8008C1970,Corporation #24649
Italy Bank #1770,31661,800ED85C0,800846290,Sole Proprietorship #28285
First Bank of Danbury,354335,813DC5CC0,800E43700,Partnership #23184
Germany Bank #3315,331995,812203EC0,800916AF0,Partnership #28501
National Bank of Laramie,115700,80E41A940,800C58F10,Partnership #3355
Bank of Portland,340452,80FE0A140,800D88D90,Individual #33
Savings Bank of Los Angeles,1665,808F313C0,800E03520,Sole Proprietorship #10159
Canada Bank #11,24856,80918DF40,800CBB300,Sole Proprietorship #35374
Crytpo Bank #18,254355,814889AC1,800FE9980,Country #1
Australia Bank #0,28,80BF05D40,800D3F760,Partnership #36511
UK Bank #32,26,808105E40,800BFBC60,Partnership #34805
Japan Bank #40,210185,803DAD7C0,800A4C580,Corporation #29525
China Bank #13,14,803005440,800A04A80,Sole Proprietorship #29342
Spruce Cooperative Bank,22164,806631940,800FB7980,Partnership #4700
Saudi Arabia Bank #12,148348,811D9ED40,800F374E0,Corporation #15207
India Bank #12,214308,805EAC140,800B27E70,Corporation #31352
Japan Bank #35,29467,80409DEC0,800A55420,Sole Proprietorship #30988
China Bank #8,18097,803030BC0,8009C98D0,Sole Proprietorship #29431
Italy Bank #1395,121415,8078570C0,8009044F0,Corporation #25482
First Bank of Montpelier,795,80709DED0,800F5DB60,Sole Proprietorship #19579
Switzerland Bank #277,338471,80E2540D0,800DB93F0,Corporation #34854
Russia Bank #101,316704,80612C350,800B444E0,Corporation #46517
France Bank #75,2591,801F55CD0,80098E710,Sole Proprietorship #22513
First Bank of Hartford,13037,8024925D0,800B7F460,Corporation #4131
Switzerland Bank #24,141486,80F740450,800E68600,Partnership #6127
Australia Bank #3,19,80A705AD0,800CD5CE0,Corporation #33925
Russia Bank #15,116425,8061337D0,800B70E80,Sole Proprietorship #33033
Germany Bank #536,5425,81382CBD0,8007B14D0,Corporation #48439
Bank of Huron,3928,8041FFF60,800D7BA10,Sole Proprietorship #9712
National Bank of Fairfield,352805,8135941E0,800F831B0,Sole Proprietorship #13221
National Bank of Portland,31274,801AD4660,800FB8EA0,Partnership #6327
France Bank #3370,333391,80C2374E0,80088AA30,Corporation #24943
Saudi Arabia Bank #18,48308,8122E0960,800F1BA10,Individual #113
Savings Bank of Los Angeles,1665,8032313E0,800D4E560,Sole Proprietorship #2784
Portugal Bank #43,1502,8002ABC60,800711450,Corporation #21123
Israel Bank #159,343587,8113742E0,800E84E60,Corporation #35871
Switzerland Bank #20,137218,80DC45260,800DB93F0,Corporation #34854
China Bank #89,35511,80BC508E0,8009F2B00,Sole Proprietorship #29919
France Bank #28,3514,8068E8E60,800706430,Partnership #24084
Greece Bank #1330,115656,80641B760,800639180,Corporation #20613
Switzerland Bank #8,118,811B86860,800F19290,Sole Proprietorship #15538
China Bank #62,12278,8047FA860,800A09FA0,Sole Proprietorship #49366
National Bank of New Orleans,513,8007953E0,8000B3120,Corporation #38897
Austria Bank #2151,247963,811AC1EF0,8007A9510,Corporation #24714
Germany Bank #3841,321549,80E6455F0,8007EB7D0,Partnership #26990
Spruce Trust Bank,211075,8066C12F0,800AF89F0,Corporation #5994
Germany Bank #256,15750,808A69070,8007AE710,Corporation #21684
Greece Bank #570,111141,8067141F0,8006D3950,Partnership #25594
First Bank of Montpelier,795,80039DEF0,800DBA140,Sole Proprietorship #910
Japan Bank #43,110057,803E6A7F0,800A7B9A0,Partnership #49271
Italy Bank #215,113935,805EED4F0,80089C3B0,Corporation #23229
Netherlands Bank #507,17769,805BAE7F0,80083E750,Corporation #39524
Germany Bank #286,26463,8078BFCF0,8007DE070,Partnership #46783
Heath Cooperative Bank,38227,8129AFA00,800B6BE20,Sole Proprietorship #9096
Belgium Bank #3995,36973,802986500,8007A9030,Partnership #48341
India Bank #1115,315211,80597F600,800AACA50,Corporation #44171
First Bank of the East,341449,80F2AB700,800D91B10,Partnership #16123
Slovenia Bank #460,232391,80D35B000,800909590,Sole Proprietorship #41070
Brazil Bank #8,134939,80D77DE00,8014E6BD0,Corporation #18817
Canada Bank #109,227406,809E47480,800C727F0,Sole Proprietorship #35040
India Bank #25,7,808285000,800BE9C00,Partnership #34793
India Bank #27,112931,80524C200,800ABA660,Partnership #32618
Brownstone Trust Bank,21258,80159D680,800BD2060,Corporation #2710
UK Bank #1,222268,808424D80,800C0EDA0,Sole Proprietorship #1849
Italy Bank #2998,153832,814342780,8009910F0,Corporation #28105
Netherlands Bank #127,16991,807B17C00,8008149B0,Sole Proprietorship #55101
Bank of Fairfield,124284,81172ED80,800501CF0,Sole Proprietorship #50038
Hilltop Trust Bank,26024,8034A8780,8002E57E0,Sole Proprietorship #6785
Savings Bank of Phoenix,3144,806A67780,8002382A0,Sole Proprietorship #39680
Plandor Trust Bank,1467,8018A8E00,8000ACEC0,Corporation #47292
Russia Bank #1009,316644,806E22190,800B49B20,Sole Proprietorship #42230
Crytpo Bank #576,354423,814346811,800214100,Partnership #47000
Desert Savings Bank,3959,8008FE810,800A0AFC0,Corporation #12851
National Bank of Plattsburg,334166,8116CF890,800D72320,Corporation #4511
France Bank #4574,37071,80ED83410,80084AD70,Partnership #42017
Switzerland Bank #1033,340189,80EE03D10,800DB93F0,Corporation #34854
Switzerland Bank #11,112,80EA86B90,800E5C200,Partnership #37691
Savings Bank of Newport,18819,8066C9210,800FC1080,Partnership #16194
Oasis Bank,218438,80E4AF090,800F7D490,Partnership #11978
China Bank #23,9417,807523710,800A0BFA0,Partnership #30957
Switzerland Bank #51,139342,80EE07490,800E1C000,Partnership #14651
India Bank #2,71,804A87010,800AD1A40,Partnership #51655
China Bank #9,5627,80392AE10,8009C26F0,Partnership #42098
Austria Bank #2,21745,801122B10,80069B720,Sole Proprietorship #23226
France Bank #40,1299,8051ADA10,80068A5C0,Partnership #25835
Bank of Portsmouth,338772,81115F9A0,8009E3CC0,Partnership #1115
National Bank of Pittsburgh,220,813703DA1,800FE9980,Country #1
Crytpo Bank #128,255772,81463DDA1,80059FDF0,Partnership #38444
Japan Bank #0,15,80A105420,800CCD520,Corporation #33736
Canada Bank #24,122055,809263020,800C661B0,Sole Proprietorship #34849
National Bank of Arkadelphia,8798,807C97CA0,800EB6000,Sole Proprietorship #371
Crytpo Bank #128,255772,81463DDA0,800FC3840,Partnership #221
National Bank of the East,12,80CA055A0,800D2D260,Partnership #36697
UK Bank #59,122545,808BF0B20,800C2E1B0,Corporation #14317
Spain Bank #499,18180,8079BD1A0,8008CFB50,Partnership #26806
France Bank #409,115415,810713820,8008AE990,Partnership #28937
Germany Bank #322,210575,8048B1420,800872A90,Sole Proprietorship #24763
Germany Bank #553,5328,8028A3BA0,8007A3AF0,Sole Proprietorship #23941
National Bank of Philadelphia,15447,807F67820,80043A320,Sole Proprietorship #38647
Brownstone Bancorp,23885,80B6EF520,800278440,Partnership #15755
Germany Bank #543,27217,812557B30,800657E40,Sole Proprietorship #29030
Italy Bank #4549,39395,80D24A230,800686BA0,Partnership #23629
Bank of Lincoln,338792,80F2DE7B0,800E6C720,Sole Proprietorship #4041
Brazil Bank #164,336608,80D8123B0,800D84F00,Partnership #36817
Mexico Bank #149,332817,80C1A5B30,800D7D370,Partnership #54158
India Bank #688,313640,804F4C7B0,800B407B0,Partnership #33784
Canada Bank #78,324876,8095AD5B0,800CB8720,Partnership #36051
Switzerland Bank #29,239453,80EB3FD30,800E6DDE0,Corporation #35797
France Bank #373,120511,80B530C30,800896E30,Corporation #25328
Russia Bank #12,116781,8064C4530,800B49C40,Sole Proprietorship #32941
Hearthstone Cooperative Bank,333465,80FEB1F30,800D081D0,Partnership #9129
Australia Bank #31,128636,80B036DB0,800CCD520,Corporation #33736
India Bank #125,312675,8053AE230,800AC8450,Sole Proprietorship #31648
Germany Bank #231,31067,80244FE30,8006F82D0,Sole Proprietorship #22571
Bank of Fairfield,124284,80AB2EDB0,800DAA830,Sole Proprietorship #14224
Savings Bank of Springfield,16733,80988FD30,8006F1770,Corporation #11485
Capital Trust Bank,16224,8027FE3B0,800F7CB90,Partnership #5804
National Bank of the East,12,80C1855B0,800D2A6E0,Corporation #54196
China Bank #30,21381,803099130,8009B7C70,Partnership #30545
France Bank #52,24144,80BA77BB0,800766B70,Sole Proprietorship #43545
Bank of Providence,21360,808B9EBB0,8004C0090,Sole Proprietorship #53822
First Bank of Miami,31363,8105D1240,8002FA4C0,Corporation #4374
Italy Bank #98,5466,80DE2FEC0,800959C50,Sole Proprietorship #52843
France Bank #85,2915,8007DE240,8008BCFF0,Partnership #29578
China Bank #14,3,803085240,8009D03D0,Sole Proprietorship #20230
Spain Bank #23,1522,802B2AAC0,8006A63C0,Partnership #23616
First Bank of Albany,338280,80E04E7C0,800E173C0,Partnership #18561
Savings Bank of Billings,6075,809738E40,800F04490,Corporation #11413
Plateau Community Bank,3242,8044606C0,80079ABB0,Sole Proprietorship #6247
National Bank of Boston,1588,802C349C0,800F3E530,Sole Proprietorship #5845
Mexico Bank #30,234395,80C999E40,800D731E0,Corporation #34431
Mexico Bank #15,231744,80CBCF3C0,800D55720,Partnership #3536
France Bank #444,29069,812489540,800866B70,Corporation #27238
National Bank of Seattle,226951,8102B1040,80051C610,Partnership #42601
City National Bank,17753,80A12FF40,800483A70,Partnership #10757
Bank of Laramie,5140,8034259C0,8002C0BE0,Sole Proprietorship #11309
Spruce Cooperative Bank,22164,801AB19C0,8001C12C0,Partnership #4332
First Bank of Arkadelphia,11318,8070E48C0,800154260,Partnership #11612
Flagstone Bancorp,1241,80B3A3F40,80014DF40,Partnership #44763
Savings Bank of Los Angeles,1665,807531340,8000D20E0,Sole Proprietorship #11306
India Bank #1173,315184,805C7CBD0,800ADC4A0,Partnership #33780
First Bank of the South,39040,8142C13D0,800E33300,Corporation #2919
Savings Bank of Hartford,33752,80171BFD0,800A32820,Corporation #45040
France Bank #40,1299,8017ADA50,8006141C0,Partnership #26055
Acme Trust Bank,6179,80ABC4250,800E58980,Sole Proprietorship #1247
UK Bank #6,122405,8137F4150,800C2EE10,Partnership #35583
Spain Bank #81,23691,801861650,8008DB730,Sole Proprietorship #22874
First Bank of Danbury,17327,804018450,800F6F770,Sole Proprietorship #17625
Germany Bank #116,14290,80783BAD0,800769FB0,Corporation #43380
Plandor Trust Bank,210404,80BC2A1D0,8003BB3E0,Partnership #16021
The Pine Federal Bank,11974,801EF30D0,8001BA940,Partnership #42358
India Bank #158,312909,805FB7560,800B3E210,Partnership #32939
First Bank of Miami,35282,80A74BAE0,800EA3CE0,Corporation #51190
Brownstone Trust Bank,21258,80121D6E0,800B08550,Corporation #4841
First Bank of Arkadelphia,11318,8073E48E0,8003F34E0,Sole Proprietorship #13334
Germany Bank #663,34617,80263CF60,80082CC30,Partnership #38988
Japan Bank #44,210261,80C4AF960,800A6E1E0,Sole Proprietorship #31442
Japan Bank #46,10099,803B3EA60,800A340F0,Partnership #31646
Belgium Bank #677,14277,808A3B160,8008D7AF0,Corporation #23274
France Bank #28,3514,8048E8EE0,8006337C0,Partnership #23885
Bank of Laramie,5140,8074259E0,800EDB280,Corporation #3382
Savings Bank of Miami,11157,804459960,800EB5EE0,Sole Proprietorship #8001
Canada Bank #15,24941,809E0E560,800C836B0,Sole Proprietorship #3854
Germany Bank #48,27241,8077D6760,80081AC30,Partnership #46233
France Bank #85,2915,802ADE260,80066C000,Partnership #25043
China Bank #10,18200,8114BDFF0,8009BF930,Corporation #28490
France Bank #4731,37693,80F79CD70,800795730,Corporation #51783
France Bank #4558,35094,801E4D8F0,800807A90,Corporation #22318
Germany Bank #4984,312485,80F2A0170,80087E510,Corporation #25908
France Bank #4053,310622,80E2EFCF0,80078F4B0,Partnership #27165
Bank of Arkadelphia,30851,8130C1270,800DB4110,Sole Proprietorship #1883
Savings Bank of New York,5836,808FB35F0,800EF1CC0,Partnership #17542
Sunrise Federal Bank,317838,8076494F0,800C73C30,Partnership #5147
UK Bank #13,121987,808361270,800C4A110,Sole Proprietorship #34731
National Bank of Pittsburgh,220,813703DF1,800FE9980,Country #1
Crytpo Bank #46,154662,8149640F1,800FE9980,Country #1
Australia Bank #16,27995,80A7EFE70,800CCD520,Corporation #33736
India Bank #34,112637,804BBAD70,800AC8450,Sole Proprietorship #31648
UK Bank #29,211,80A203A70,800CC90E0,Sole Proprietorship #6731
Japan Bank #24,10656,8047483F0,800A90EE0,Sole Proprietorship #31425
Belgium Bank #226,27288,808A51FF0,80081EBB0,Corporation #7708
Croatia Bank #36,24840,80890D7F0,800787AF0,Sole Proprietorship #26124
Finland Bank #0,11,802C05670,80061E8C0,Partnership #25105
National Bank of the East,247415,8120B6870,8005ED470,Partnership #21364
Savings Bank of Fairfield,24515,8021FB270,800296DC0,Corporation #3832
Golden Bancorp,1362,800DAFAF0,8000997A0,Sole Proprietorship #2101
Crytpo Bank #571,354160,81433EC01,8001C0480,Sole Proprietorship #38435
Baltech Community Bank,15723,805A6E180,800C6D490,Partnership #13041
China Bank #555,334879,80CAE5B80,8009E0910,Corporation #28915
Switzerland Bank #9,116,80F106E00,800E55C40,Corporation #35605
UK Bank #31,220541,807EEEA80,800BFBC60,Partnership #34805
India Bank #26,112064,8047AB400,800AC8450,Sole Proprietorship #31648
France Bank #933,36459,80A776180,80065D500,Corporation #22771
National Bank of Plattsburg,246279,813295780,800DF70C0,Partnership #8295
Switzerland Bank #35,139828,80F314E00,800E3CFE0,Partnership #39444
Australia Bank #0,28,80BF05A00,800D41C80,Partnership #1220
Canada Bank #26,214,80C983F00,800D3E590,Partnership #7103
Australia Bank #25,229122,80AFFD500,800D16AB0,Partnership #11318
India Bank #0,6,80B285700,800CC1700,Sole Proprietorship #51848
Germany Bank #257,223240,811645000,800915FF0,Sole Proprietorship #44646
Bank of Fort Wayne,6010,80373E900,8002EA300,Corporation #39138
Russia Bank #190,311738,805188910,800F7CEF0,Sole Proprietorship #252
Germany Bank #388,221279,808907B90,80089D490,Sole Proprietorship #26968
National Bank of Milford,12803,807F15590,8004AEBD0,Corporation #7910
Israel Bank #563,344606,811295B10,800F091D0,Corporation #39806
Crytpo Bank #0,254910,814318B11,8001C0480,Sole Proprietorship #38435
Israel Bank #90,343320,80FDED810,800E7FA00,Partnership #37705
Switzerland Bank #80,241869,80F483290,800DB93F0,Corporation #34854
Japan Bank #383,310709,8046E8E90,800A88720,Corporation #30077
France Bank #351,117660,8072D9A10,8006C3EA0,Corporation #21676
National Bank of Boston,215687,80A0D1790,800E12A60,Partnership #14513
Crytpo Bank #0,254910,814318B10,800FA8F70,Partnership #8822
Savings Bank of Topeka,1674,8085B1110,8000DBA60,Partnership #45993
The Pine Bank,316944,813835C20,800B8E630,Corporation #13430
The Pine Thrift,31080,80064E020,8005385B0,Partnership #15801
Savings Bank of Billings,329971,80AE42DA0,8005C7E10,Partnership #40889
Bank of Columbus,35155,808ECFDA0,800E93C60,Sole Proprietorship #13064
France Bank #1826,319391,813E79BA0,800616E20,Partnership #23254
China Bank #552,310340,803CE7620,800A25300,Corporation #29245
Canada Bank #32,25113,8092958A0,800C97300,Corporation #33721
Crytpo Bank #4,124,814686A21,80059FDF0,Partnership #38444
Baltech Credit Union,321553,811145CA0,800E40C20,Sole Proprietorship #11267
Regents Thrift,10232,80DF3A820,8009154B0,Sole Proprietorship #7879
Acme Cooperative Bank,1601,80DA374A0,800E9D5A0,Sole Proprietorship #17059
Russia Bank #52,217496,807189820,800B9D130,Corporation #52303
Japan Bank #40,210185,8045AD0A0,800A71740,Sole Proprietorship #46731
Germany Bank #118,234222,80DA92320,80095DB30,Partnership #28326
Acme Cooperative Bank,44054,810D65F20,8005DFB90,Corporation #37186
The Pine Federal Bank,133490,8132CED30,800DE0120,Partnership #3317
India Bank #791,312967,80C5B17B0,800B180D0,Partnership #33776
First Bank of Hartford,13037,8019922B0,800E003E0,Sole Proprietorship #2204
Saudi Arabia Bank #215,349178,81241A930,8014FA740,Corporation #19043
Switzerland Bank #80,241869,80F3832B0,800DB93F0,Corporation #34854
India Bank #28,213005,804F852B0,800AC8450,Sole Proprietorship #31648
Germany Bank #19,16388,80E685630,800813570,Corporation #22463
Netherlands Bank #91,218050,80C29B530,80069A7C0,Corporation #21008
Spain Bank #2102,35498,80BDD0130,800656B80,Corporation #24747
Savings Bank of Sacramento,16788,805989E30,800BA1B70,Partnership #14380
Bank of Providence,110603,8053051B0,800B9D010,Sole Proprietorship #8965
National Bank of Pittsburgh,220,811403A30,800E897E0,Sole Proprietorship #893
Russia Bank #186,218665,8073B40B0,800BB5930,Sole Proprietorship #16525
China Bank #10,18200,8036BD830,8009D8C50,Corporation #47575
Ireland Bank #369,20248,807A7D830,8008EAD70,Corporation #24208
Desert Thrift,149758,813942B30,8005F96F0,Partnership #22707
First Bank of Chicago,19329,811A594B0,8003A50A0,Partnership #21154
Plateau Community Bank,3242,80D2E0130,80024FDE0,Corporation #14612
Plandor Savings Bank,908,80E499230,80010E160,Corporation #15820
First Bank of Sacramento,329469,80AB32AC0,800F7DCD0,Sole Proprietorship #7037
Saudi Arabia Bank #18,48308,8129E0E40,800F1BC50,Partnership #38226
Germany Bank #1088,232259,812E5F5C0,8006336A0,Partnership #25592
Saudi Arabia Bank #4,223,811D83BC0,800F2FE00,Corporation #36535
India Bank #45,113530,80AC5E940,800AC8450,Sole Proprietorship #31648
Italy Bank #84,24850,81358DD40,8007FF390,Corporation #24063
France Bank #1129,33675,8081191C0,80067A8C0,Corporation #21764
Capital Trust Bank,23537,8045DACC0,800DB3FF0,Partnership #6458
Savings Bank of Newbury,32204,80416B240,800D26010,Corporation #6402
Canada Bank #58,227250,809DB8D40,800CB7900,Sole Proprietorship #10125
Canada Bank #43,25534,812098B40,800C9D0A0,Partnership #18291
Russia Bank #23,16678,80628C740,800B6D320,Partnership #34003
Japan Bank #59,111812,8046A3640,800AA58A0,Corporation #30137
France Bank #1550,33245,812C0BAC0,80095AAB0,Sole Proprietorship #54482
Sappo Federal Bank,7042,80E3D9540,80032E600,Corporation #15765
Bank of Detroit,349460,8121ADE50,800DA1B10,Corporation #9690
First Bank of Plattsburg,1124,8043A6650,800CBEA00,Sole Proprietorship #4266
Russia Bank #895,319076,8074F6650,800B44360,Partnership #33826
Brownstone Credit Union,342955,80FBD81D0,800B090F0,Sole Proprietorship #21223
National Bank of Los Angeles,26592,81313A450,8006F5990,Corporation #16763
Portugal Bank #990,122094,80F362350,800710050,Corporation #26523
Hearthstone Bancorp,31874,801261550,800C62230,Partnership #8347
Savings Bank of Huron,3420,80CC6FA50,800F085B0,Partnership #7747
Crytpo Bank #17,154887,8147ED7D1,800FE9980,Country #1
Germany Bank #126,410,808489950,80082FD10,Corporation #22560
Plandor Trust Bank,337347,81452B5D0,800C77F10,Partnership #7312
First Bank of Cleveland,333542,80D1B2750,8008941D0,Partnership #17364
Savings Bank of Hartford,36892,809B85A50,800B77DA0,Partnership #14157
UK Bank #94,23289,808CD28D0,800C35FD0,Corporation #32613
UK Bank #61,122332,80876BA50,800C1ABB0,Corporation #2421
UK Bank #29,211,808283DD0,800BC8E30,Partnership #54149
Russia Bank #37,219157,807045ED0,800BB8450,Corporation #46527
Japan Bank #179,210997,804144ED0,800A97360,Sole Proprietorship #50860
Spain Bank #795,47837,812553AD0,800982F70,Partnership #51061
